% Seconds in state,Number of runs in state,Total seconds in state,Min run (sec),Max run (sec),Mean run (sec),Median run (sec),StdDev run (sec)
22.666666666666668,38.0,195.84,0.72,21.599999999999998,5.153684210526316,2.88,5.132603946214637
10.833333333333334,21.0,93.6,1.44,7.199999999999999,4.457142857142857,4.32,1.6866341315998412
21.0,40.0,181.44,0.72,17.28,4.536,2.88,3.934389914586504
1.25,1.0,10.799999999999999,10.799999999999999,10.799999999999999,10.799999999999999,10.799999999999999,0.0
22.333333333333332,35.0,192.95999999999998,0.72,16.56,5.513142857142857,4.32,4.3060673284024125
14.833333333333334,30.0,128.16,0.72,13.68,4.272,3.5999999999999996,3.219580096844928
6.0,8.0,51.839999999999996,3.5999999999999996,12.24,6.4799999999999995,5.76,2.6939933184772378
1.0833333333333333,1.0,9.36,9.36,9.36,9.36,9.36,0.0
